Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request_Date,Request_Hour,Request_Day,Ride_Duration_Minutes,Time_Slot,Ride_Category
1238,City,243,Trip Completed,2016-07-11 21:43:00,2016-07-11 22:54:00,2016-07-11,21,Monday,71.0,Night,Long Ride
1802,Airport,243,Trip Completed,2016-07-12 09:11:00,2016-07-12 10:25:00,2016-07-12,9,Tuesday,74.0,Morning,Long Ride
3145,Airport,243,Trip Completed,2016-07-13 08:55:14,2016-07-13 09:33:03,2016-07-13,8,Wednesday,37.81666666666667,Morning,Short Ride
3336,Airport,243,Trip Completed,2016-07-13 12:37:22,2016-07-13 13:24:08,2016-07-13,12,Wednesday,46.766666666666666,Afternoon,Average Ride
3506,Airport,243,Trip Completed,2016-07-13 17:36:08,2016-07-13 18:50:00,2016-07-13,17,Wednesday,73.86666666666666,Evening,Long Ride
4325,City,243,Trip Completed,2016-07-14 07:10:09,2016-07-14 08:08:59,2016-07-14,7,Thursday,58.833333333333336,Morning,Average Ride
6764,City,243,Trip Completed,2016-07-15 00:06:12,2016-07-15 01:17:53,2016-07-15,0,Friday,71.68333333333334,Late Night,Long Ride
5421,Airport,243,Trip Completed,2016-07-15 02:08:39,2016-07-15 03:12:36,2016-07-15,2,Friday,63.95,Late Night,Long Ride
6108,City,243,Trip Completed,2016-07-15 15:02:26,2016-07-15 15:40:21,2016-07-15,15,Friday,37.916666666666664,Afternoon,Short Ride
6379,City,243,Trip Completed,2016-07-15 19:16:21,2016-07-15 20:01:24,2016-07-15,19,Friday,45.05,Evening,Average Ride
656,Airport,244,Trip Completed,2016-07-11 12:57:00,2016-07-11 13:27:00,2016-07-11,12,Monday,30.0,Afternoon,Short Ride
715,City,244,Trip Completed,2016-07-11 14:40:00,2016-07-11 15:53:00,2016-07-11,14,Monday,73.0,Afternoon,Long Ride
1086,Airport,244,Trip Completed,2016-07-11 20:02:00,2016-07-11 20:34:00,2016-07-11,20,Monday,32.0,Evening,Short Ride
1504,Airport,244,Trip Completed,2016-07-12 05:37:00,2016-07-12 06:02:00,2016-07-12,5,Tuesday,25.0,Morning,Short Ride
1675,Airport,244,Trip Completed,2016-07-12 07:35:00,2016-07-12 08:22:00,2016-07-12,7,Tuesday,47.0,Morning,Average Ride
3041,Airport,244,Trip Completed,2016-07-13 07:40:16,2016-07-13 08:56:35,2016-07-13,7,Wednesday,76.31666666666666,Morning,Long Ride
4214,City,244,Trip Completed,2016-07-14 05:45:04,2016-07-14 06:12:50,2016-07-14,5,Thursday,27.766666666666666,Morning,Short Ride
5915,City,244,Trip Completed,2016-07-15 10:00:27,2016-07-15 11:02:34,2016-07-15,10,Friday,62.11666666666667,Morning,Long Ride
6064,City,244,Trip Completed,2016-07-15 13:49:37,2016-07-15 14:45:10,2016-07-15,13,Friday,55.55,Afternoon,Average Ride
225,City,245,Trip Completed,2016-07-11 06:16:00,2016-07-11 07:28:00,2016-07-11,6,Monday,72.0,Morning,Long Ride
1163,City,245,Trip Completed,2016-07-11 20:47:00,2016-07-11 21:51:00,2016-07-11,20,Monday,64.0,Evening,Long Ride
2200,City,245,Trip Completed,2016-07-12 17:55:00,2016-07-12 18:34:00,2016-07-12,17,Tuesday,39.0,Evening,Short Ride
2382,Airport,245,Trip Completed,2016-07-12 19:41:00,2016-07-12 20:40:00,2016-07-12,19,Tuesday,59.0,Evening,Average Ride
2957,City,245,Trip Completed,2016-07-13 06:42:13,2016-07-13 07:17:54,2016-07-13,6,Wednesday,35.68333333333333,Morning,Short Ride
4626,City,245,Trip Completed,2016-07-14 11:10:13,2016-07-14 12:17:43,2016-07-14,11,Thursday,67.5,Morning,Long Ride
5392,City,245,Trip Completed,2016-07-15 00:29:15,2016-07-15 01:07:49,2016-07-15,0,Friday,38.56666666666667,Late Night,Short Ride
6114,City,245,Trip Completed,2016-07-15 15:13:06,2016-07-15 16:10:22,2016-07-15,15,Friday,57.266666666666666,Afternoon,Average Ride
481,City,246,Trip Completed,2016-07-11 09:27:00,2016-07-11 10:06:00,2016-07-11,9,Monday,39.0,Morning,Short Ride
739,Airport,246,Trip Completed,2016-07-11 15:36:00,2016-07-11 16:20:00,2016-07-11,15,Monday,44.0,Afternoon,Short Ride
834,City,246,Trip Completed,2016-07-11 17:40:00,2016-07-11 18:09:00,2016-07-11,17,Monday,29.0,Evening,Short Ride
1175,City,246,Trip Completed,2016-07-11 20:57:00,2016-07-11 22:05:00,2016-07-11,20,Monday,68.0,Evening,Long Ride
1425,Airport,246,Trip Completed,2016-07-12 04:19:00,2016-07-12 05:34:00,2016-07-12,4,Tuesday,75.0,Late Night,Long Ride
2327,City,246,Trip Completed,2016-07-12 19:09:00,2016-07-12 20:13:00,2016-07-12,19,Tuesday,64.0,Evening,Long Ride
2535,Airport,246,Trip Completed,2016-07-12 21:18:00,2016-07-12 22:13:00,2016-07-12,21,Tuesday,55.0,Night,Average Ride
2963,Airport,246,Trip Completed,2016-07-13 06:46:08,2016-07-13 07:47:48,2016-07-13,6,Wednesday,61.666666666666664,Morning,Long Ride
4535,City,246,Trip Completed,2016-07-14 09:37:03,2016-07-14 10:17:42,2016-07-14,9,Thursday,40.65,Morning,Short Ride
5284,City,246,Trip Completed,2016-07-14 21:41:42,2016-07-14 22:45:34,2016-07-14,21,Thursday,63.86666666666667,Night,Long Ride
6491,City,246,Trip Completed,2016-07-15 20:33:06,2016-07-15 21:03:56,2016-07-15,20,Friday,30.833333333333332,Evening,Short Ride
222,Airport,247,Trip Completed,2016-07-11 06:20:00,2016-07-11 07:10:00,2016-07-11,6,Monday,50.0,Morning,Average Ride
720,Airport,247,Trip Completed,2016-07-11 14:51:00,2016-07-11 15:35:00,2016-07-11,14,Monday,44.0,Afternoon,Short Ride
1573,Airport,247,Trip Completed,2016-07-12 06:27:00,2016-07-12 07:29:00,2016-07-12,6,Tuesday,62.0,Morning,Long Ride
2070,Airport,247,Trip Completed,2016-07-12 15:18:00,2016-07-12 16:08:00,2016-07-12,15,Tuesday,50.0,Afternoon,Average Ride
3276,Airport,247,Trip Completed,2016-07-13 10:42:45,2016-07-13 11:05:45,2016-07-13,10,Wednesday,23.0,Morning,Short Ride
3795,City,247,Trip Completed,2016-07-13 20:50:24,2016-07-13 21:27:28,2016-07-13,20,Wednesday,37.06666666666667,Evening,Short Ride
4615,City,247,Trip Completed,2016-07-14 10:51:47,2016-07-14 12:04:00,2016-07-14,10,Thursday,72.21666666666667,Morning,Long Ride
6301,City,247,Trip Completed,2016-07-15 18:23:00,2016-07-15 19:24:50,2016-07-15,18,Friday,61.833333333333336,Evening,Long Ride
338,City,248,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:55:00,2016-07-11,7,Monday,65.0,Morning,Long Ride
661,Airport,248,Trip Completed,2016-07-11 12:54:00,2016-07-11 14:10:00,2016-07-11,12,Monday,76.0,Afternoon,Long Ride
1187,Airport,248,Trip Completed,2016-07-11 21:10:00,2016-07-11 21:53:00,2016-07-11,21,Monday,43.0,Night,Short Ride
1510,Airport,248,Trip Completed,2016-07-12 05:42:00,2016-07-12 06:22:00,2016-07-12,5,Tuesday,40.0,Morning,Short Ride
1645,City,248,Trip Completed,2016-07-12 07:17:00,2016-07-12 08:30:00,2016-07-12,7,Tuesday,73.0,Morning,Long Ride
2356,City,248,Trip Completed,2016-07-12 19:33:00,2016-07-12 20:02:00,2016-07-12,19,Tuesday,29.0,Evening,Short Ride
3306,City,248,Trip Completed,2016-07-13 11:53:57,2016-07-13 12:37:31,2016-07-13,11,Wednesday,43.56666666666667,Morning,Short Ride
6700,City,248,Trip Completed,2016-07-15 22:49:53,2016-07-16 00:02:03,2016-07-15,22,Friday,72.16666666666667,Night,Long Ride
198,Airport,249,Trip Completed,2016-07-11 06:03:00,2016-07-11 06:44:00,2016-07-11,6,Monday,41.0,Morning,Short Ride
513,Airport,249,Trip Completed,2016-07-11 09:39:00,2016-07-11 10:55:00,2016-07-11,9,Monday,76.0,Morning,Long Ride
727,Airport,249,Trip Completed,2016-07-11 15:07:00,2016-07-11 16:25:00,2016-07-11,15,Monday,78.0,Afternoon,Long Ride
1094,Airport,249,Trip Completed,2016-07-11 20:12:00,2016-07-11 21:18:00,2016-07-11,20,Monday,66.0,Evening,Long Ride
1508,Airport,249,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:33:00,2016-07-12,5,Tuesday,45.0,Morning,Average Ride
2987,Airport,249,Trip Completed,2016-07-13 07:03:54,2016-07-13 07:44:09,2016-07-13,7,Wednesday,40.25,Morning,Short Ride
3485,City,249,Trip Completed,2016-07-13 17:28:59,2016-07-13 18:13:34,2016-07-13,17,Wednesday,44.583333333333336,Evening,Short Ride
4971,City,249,Trip Completed,2016-07-14 18:41:20,2016-07-14 19:38:27,2016-07-14,18,Thursday,57.11666666666667,Evening,Average Ride
6617,City,249,Trip Completed,2016-07-15 21:52:03,2016-07-15 22:41:24,2016-07-15,21,Friday,49.35,Night,Average Ride
1735,City,250,Trip Completed,2016-07-12 08:28:00,2016-07-12 09:33:00,2016-07-12,8,Tuesday,65.0,Morning,Long Ride
3311,City,250,Trip Completed,2016-07-13 11:54:15,2016-07-13 13:04:40,2016-07-13,11,Wednesday,70.41666666666667,Morning,Long Ride
3455,City,250,Trip Completed,2016-07-13 16:56:31,2016-07-13 17:55:53,2016-07-13,16,Wednesday,59.36666666666667,Afternoon,Average Ride
4009,Airport,250,Trip Completed,2016-07-13 23:50:07,2016-07-14 00:23:01,2016-07-13,23,Wednesday,32.9,Night,Short Ride
5444,City,250,Trip Completed,2016-07-15 03:05:44,2016-07-15 03:48:26,2016-07-15,3,Friday,42.7,Late Night,Short Ride
5700,Airport,250,Trip Completed,2016-07-15 07:35:57,2016-07-15 08:08:29,2016-07-15,7,Friday,32.53333333333333,Morning,Short Ride
5897,City,250,Trip Completed,2016-07-15 09:53:16,2016-07-15 10:52:06,2016-07-15,9,Friday,58.833333333333336,Morning,Average Ride
6573,City,250,Trip Completed,2016-07-15 21:14:11,2016-07-15 22:00:53,2016-07-15,21,Friday,46.7,Night,Average Ride
515,Airport,251,Trip Completed,2016-07-11 09:45:00,2016-07-11 10:56:00,2016-07-11,9,Monday,71.0,Morning,Long Ride
697,City,251,Trip Completed,2016-07-11 13:56:00,2016-07-11 14:54:00,2016-07-11,13,Monday,58.0,Afternoon,Average Ride
2591,City,251,Trip Completed,2016-07-12 21:49:00,2016-07-12 22:57:00,2016-07-12,21,Tuesday,68.0,Night,Long Ride
3009,Airport,251,Trip Completed,2016-07-13 07:21:23,2016-07-13 08:21:15,2016-07-13,7,Wednesday,59.86666666666667,Morning,Average Ride
3281,City,251,Trip Completed,2016-07-13 10:45:15,2016-07-13 11:17:10,2016-07-13,10,Wednesday,31.916666666666668,Morning,Short Ride
3323,Airport,251,Trip Completed,2016-07-13 12:29:10,2016-07-13 13:31:43,2016-07-13,12,Wednesday,62.55,Afternoon,Long Ride
3872,City,251,Trip Completed,2016-07-13 21:51:23,2016-07-13 22:54:49,2016-07-13,21,Wednesday,63.43333333333333,Night,Long Ride
4288,City,251,Trip Completed,2016-07-14 06:35:37,2016-07-14 07:14:24,2016-07-14,6,Thursday,38.78333333333333,Morning,Short Ride
5145,City,251,Trip Completed,2016-07-14 20:19:57,2016-07-14 21:24:08,2016-07-14,20,Thursday,64.18333333333334,Evening,Long Ride
5586,City,251,Trip Completed,2016-07-15 05:56:46,2016-07-15 06:33:06,2016-07-15,5,Friday,36.333333333333336,Morning,Short Ride
6000,Airport,251,Trip Completed,2016-07-15 12:04:14,2016-07-15 12:35:31,2016-07-15,12,Friday,31.283333333333335,Afternoon,Short Ride
6488,City,251,Trip Completed,2016-07-15 20:24:57,2016-07-15 21:27:20,2016-07-15,20,Friday,62.38333333333333,Evening,Long Ride
6757,Airport,251,Trip Completed,2016-07-15 23:59:58,2016-07-16 00:30:17,2016-07-15,23,Friday,30.316666666666666,Night,Short Ride
183,City,252,Trip Completed,2016-07-11 05:49:00,2016-07-11 06:29:00,2016-07-11,5,Monday,40.0,Morning,Short Ride
1210,Airport,252,Trip Completed,2016-07-11 21:24:00,2016-07-11 22:33:00,2016-07-11,21,Monday,69.0,Night,Long Ride
1382,City,252,Trip Completed,2016-07-12 01:03:00,2016-07-12 01:38:00,2016-07-12,1,Tuesday,35.0,Late Night,Short Ride
1899,City,252,Trip Completed,2016-07-12 10:26:00,2016-07-12 11:32:00,2016-07-12,10,Tuesday,66.0,Morning,Long Ride
3369,City,252,Trip Completed,2016-07-13 13:55:29,2016-07-13 14:46:54,2016-07-13,13,Wednesday,51.416666666666664,Afternoon,Average Ride
4498,City,252,Trip Completed,2016-07-14 09:08:30,2016-07-14 09:56:04,2016-07-14,9,Thursday,47.56666666666667,Morning,Average Ride
5947,Airport,252,Trip Completed,2016-07-15 10:33:30,2016-07-15 11:19:40,2016-07-15,10,Friday,46.166666666666664,Morning,Average Ride
6141,Airport,252,Trip Completed,2016-07-15 15:53:16,2016-07-15 16:27:26,2016-07-15,15,Friday,34.166666666666664,Afternoon,Short Ride
382,City,253,Trip Completed,2016-07-11 08:17:00,2016-07-11 09:11:00,2016-07-11,8,Monday,54.0,Morning,Average Ride
2035,City,253,Trip Completed,2016-07-12 14:15:00,2016-07-12 15:06:00,2016-07-12,14,Tuesday,51.0,Afternoon,Average Ride
2762,Airport,253,Trip Completed,2016-07-13 03:55:54,2016-07-13 04:42:24,2016-07-13,3,Wednesday,46.5,Late Night,Average Ride
2857,City,253,Trip Completed,2016-07-13 05:35:41,2016-07-13 06:24:51,2016-07-13,5,Wednesday,49.166666666666664,Morning,Average Ride
3236,City,253,Trip Completed,2016-07-13 10:08:03,2016-07-13 11:13:38,2016-07-13,10,Wednesday,65.58333333333333,Morning,Long Ride
5056,Airport,253,Trip Completed,2016-07-14 19:26:06,2016-07-14 19:55:39,2016-07-14,19,Thursday,29.55,Evening,Short Ride
6221,City,253,Trip Completed,2016-07-15 17:35:58,2016-07-15 18:14:48,2016-07-15,17,Friday,38.833333333333336,Evening,Short Ride
329,Airport,254,Trip Completed,2016-07-11 07:42:00,2016-07-11 08:49:00,2016-07-11,7,Monday,67.0,Morning,Long Ride
465,City,254,Trip Completed,2016-07-11 09:15:00,2016-07-11 09:55:00,2016-07-11,9,Monday,40.0,Morning,Short Ride
650,City,254,Trip Completed,2016-07-11 12:42:00,2016-07-11 13:56:00,2016-07-11,12,Monday,74.0,Afternoon,Long Ride
900,Airport,254,Trip Completed,2016-07-11 18:13:00,2016-07-11 18:51:00,2016-07-11,18,Monday,38.0,Evening,Short Ride
1309,City,254,Trip Completed,2016-07-11 22:40:00,2016-07-11 23:15:00,2016-07-11,22,Monday,35.0,Night,Short Ride
2340,Airport,254,Trip Completed,2016-07-12 19:16:00,2016-07-12 19:48:00,2016-07-12,19,Tuesday,32.0,Evening,Short Ride
4043,City,254,Trip Completed,2016-07-14 00:42:59,2016-07-14 01:51:34,2016-07-14,0,Thursday,68.58333333333333,Late Night,Long Ride
4264,City,254,Trip Completed,2016-07-14 06:15:08,2016-07-14 06:56:01,2016-07-14,6,Thursday,40.88333333333333,Morning,Short Ride
4788,City,254,Trip Completed,2016-07-14 16:39:13,2016-07-14 17:11:23,2016-07-14,16,Thursday,32.166666666666664,Afternoon,Short Ride
6046,City,254,Trip Completed,2016-07-15 13:20:59,2016-07-15 14:15:15,2016-07-15,13,Friday,54.266666666666666,Afternoon,Average Ride
6182,City,254,Trip Completed,2016-07-15 17:06:36,2016-07-15 18:24:22,2016-07-15,17,Friday,77.76666666666667,Evening,Long Ride
66,City,255,Trip Completed,2016-07-11 04:21:00,2016-07-11 04:54:00,2016-07-11,4,Monday,33.0,Late Night,Short Ride
688,Airport,255,Trip Completed,2016-07-11 13:41:00,2016-07-11 14:27:00,2016-07-11,13,Monday,46.0,Afternoon,Average Ride
1924,City,255,Trip Completed,2016-07-12 11:02:00,2016-07-12 11:44:00,2016-07-12,11,Tuesday,42.0,Morning,Short Ride
2463,City,255,Trip Completed,2016-07-12 20:33:00,2016-07-12 21:35:00,2016-07-12,20,Tuesday,62.0,Evening,Long Ride
3679,Airport,255,Trip Completed,2016-07-13 19:30:32,2016-07-13 20:12:19,2016-07-13,19,Wednesday,41.78333333333333,Evening,Short Ride
4351,Airport,255,Trip Completed,2016-07-14 07:24:48,2016-07-14 08:17:53,2016-07-14,7,Thursday,53.083333333333336,Morning,Average Ride
4699,City,255,Trip Completed,2016-07-14 13:10:12,2016-07-14 14:15:40,2016-07-14,13,Thursday,65.46666666666667,Afternoon,Long Ride
5313,Airport,255,Trip Completed,2016-07-14 22:02:14,2016-07-14 22:44:00,2016-07-14,22,Thursday,41.766666666666666,Night,Short Ride
100,City,256,Trip Completed,2016-07-11 05:00:00,2016-07-11 05:47:00,2016-07-11,5,Monday,47.0,Morning,Average Ride
1129,Airport,256,Trip Completed,2016-07-11 20:27:00,2016-07-11 21:35:00,2016-07-11,20,Monday,68.0,Evening,Long Ride
2560,City,256,Trip Completed,2016-07-12 21:29:00,2016-07-12 22:10:00,2016-07-12,21,Tuesday,41.0,Night,Short Ride
2662,Airport,256,Trip Completed,2016-07-12 23:22:00,2016-07-13 00:12:32,2016-07-12,23,Tuesday,50.53333333333333,Night,Average Ride
2959,Airport,256,Trip Completed,2016-07-13 06:40:58,2016-07-13 07:37:12,2016-07-13,6,Wednesday,56.233333333333334,Morning,Average Ride
4747,City,256,Trip Completed,2016-07-14 15:10:47,2016-07-14 16:12:19,2016-07-14,15,Thursday,61.53333333333333,Afternoon,Long Ride
5481,City,256,Trip Completed,2016-07-15 04:48:19,2016-07-15 05:31:32,2016-07-15,4,Friday,43.21666666666667,Late Night,Short Ride
6089,City,256,Trip Completed,2016-07-15 14:36:44,2016-07-15 15:36:20,2016-07-15,14,Friday,59.6,Afternoon,Average Ride
1310,City,257,Trip Completed,2016-07-11 22:45:00,2016-07-11 23:36:00,2016-07-11,22,Monday,51.0,Night,Average Ride
1497,City,257,Trip Completed,2016-07-12 05:34:00,2016-07-12 06:45:00,2016-07-12,5,Tuesday,71.0,Morning,Long Ride
3154,City,257,Trip Completed,2016-07-13 09:06:18,2016-07-13 10:18:32,2016-07-13,9,Wednesday,72.23333333333333,Morning,Long Ride
3263,Airport,257,Trip Completed,2016-07-13 10:21:25,2016-07-13 11:35:02,2016-07-13,10,Wednesday,73.61666666666666,Morning,Long Ride
4377,City,257,Trip Completed,2016-07-14 07:46:59,2016-07-14 08:10:56,2016-07-14,7,Thursday,23.95,Morning,Short Ride
6158,Airport,257,Trip Completed,2016-07-15 16:34:16,2016-07-15 17:50:14,2016-07-15,16,Friday,75.96666666666667,Afternoon,Long Ride
6471,Airport,257,Trip Completed,2016-07-15 20:17:06,2016-07-15 21:31:02,2016-07-15,20,Friday,73.93333333333334,Evening,Long Ride
6719,City,257,Trip Completed,2016-07-15 23:17:35,2016-07-15 23:49:25,2016-07-15,23,Friday,31.833333333333332,Night,Short Ride
663,Airport,258,Trip Completed,2016-07-11 12:58:00,2016-07-11 13:50:00,2016-07-11,12,Monday,52.0,Afternoon,Average Ride
1059,Airport,258,Trip Completed,2016-07-11 19:49:00,2016-07-11 21:03:00,2016-07-11,19,Monday,74.0,Evening,Long Ride
1279,City,258,Trip Completed,2016-07-11 22:11:00,2016-07-11 22:36:00,2016-07-11,22,Monday,25.0,Night,Short Ride
2683,City,258,Trip Completed,2016-07-12 00:11:00,2016-07-12 00:52:00,2016-07-12,0,Tuesday,41.0,Late Night,Short Ride
1940,Airport,258,Trip Completed,2016-07-12 11:20:00,2016-07-12 12:37:00,2016-07-12,11,Tuesday,77.0,Morning,Long Ride
3420,City,258,Trip Completed,2016-07-13 15:41:05,2016-07-13 16:19:11,2016-07-13,15,Wednesday,38.1,Afternoon,Short Ride
3905,City,258,Trip Completed,2016-07-13 22:06:13,2016-07-13 22:48:54,2016-07-13,22,Wednesday,42.68333333333333,Night,Short Ride
4665,City,258,Trip Completed,2016-07-14 12:21:00,2016-07-14 13:13:27,2016-07-14,12,Thursday,52.45,Afternoon,Average Ride
5970,City,258,Trip Completed,2016-07-15 11:03:10,2016-07-15 12:00:31,2016-07-15,11,Friday,57.35,Morning,Average Ride
6232,City,258,Trip Completed,2016-07-15 17:44:41,2016-07-15 18:52:00,2016-07-15,17,Friday,67.31666666666666,Evening,Long Ride
694,City,259,Trip Completed,2016-07-11 13:46:00,2016-07-11 14:29:00,2016-07-11,13,Monday,43.0,Afternoon,Short Ride
1515,City,259,Trip Completed,2016-07-12 05:45:00,2016-07-12 06:20:00,2016-07-12,5,Tuesday,35.0,Morning,Short Ride
1581,Airport,259,Trip Completed,2016-07-12 06:27:00,2016-07-12 07:27:00,2016-07-12,6,Tuesday,60.0,Morning,Long Ride
3006,City,259,Trip Completed,2016-07-13 07:14:14,2016-07-13 08:29:02,2016-07-13,7,Wednesday,74.8,Morning,Long Ride
3271,Airport,259,Trip Completed,2016-07-13 10:28:11,2016-07-13 11:42:50,2016-07-13,10,Wednesday,74.65,Morning,Long Ride
4879,Airport,259,Trip Completed,2016-07-14 17:49:21,2016-07-14 18:35:46,2016-07-14,17,Thursday,46.416666666666664,Evening,Average Ride
5276,City,259,Trip Completed,2016-07-14 21:35:46,2016-07-14 22:47:26,2016-07-14,21,Thursday,71.66666666666667,Night,Long Ride
6658,Airport,259,Trip Completed,2016-07-15 22:15:02,2016-07-15 23:12:18,2016-07-15,22,Friday,57.266666666666666,Night,Average Ride
394,Airport,260,Trip Completed,2016-07-11 08:22:00,2016-07-11 08:59:00,2016-07-11,8,Monday,37.0,Morning,Short Ride
1442,Airport,260,Trip Completed,2016-07-12 04:49:00,2016-07-12 05:42:00,2016-07-12,4,Tuesday,53.0,Late Night,Average Ride
3274,Airport,260,Trip Completed,2016-07-13 10:36:59,2016-07-13 11:35:02,2016-07-13,10,Wednesday,58.05,Morning,Average Ride
5051,Airport,260,Trip Completed,2016-07-14 19:21:59,2016-07-14 20:14:02,2016-07-14,19,Thursday,52.05,Evening,Average Ride
5345,Airport,260,Trip Completed,2016-07-14 22:43:48,2016-07-14 23:40:58,2016-07-14,22,Thursday,57.166666666666664,Night,Average Ride
6499,City,260,Trip Completed,2016-07-15 20:35:13,2016-07-15 21:17:15,2016-07-15,20,Friday,42.03333333333333,Evening,Short Ride
273,Airport,261,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:55:00,2016-07-11,6,Monday,64.0,Morning,Long Ride
794,City,261,Trip Completed,2016-07-11 17:04:00,2016-07-11 17:52:00,2016-07-11,17,Monday,48.0,Evening,Average Ride
1044,City,261,Trip Completed,2016-07-11 19:35:00,2016-07-11 20:18:00,2016-07-11,19,Monday,43.0,Evening,Short Ride
1629,Airport,261,Trip Completed,2016-07-12 07:04:00,2016-07-12 07:55:00,2016-07-12,7,Tuesday,51.0,Morning,Average Ride
2050,Airport,261,Trip Completed,2016-07-12 14:50:00,2016-07-12 15:37:00,2016-07-12,14,Tuesday,47.0,Afternoon,Average Ride
2209,City,261,Trip Completed,2016-07-12 17:55:00,2016-07-12 18:40:00,2016-07-12,17,Tuesday,45.0,Evening,Average Ride
2953,City,261,Trip Completed,2016-07-13 06:39:32,2016-07-13 07:55:18,2016-07-13,6,Wednesday,75.76666666666667,Morning,Long Ride
3508,City,261,Trip Completed,2016-07-13 17:41:23,2016-07-13 18:46:32,2016-07-13,17,Wednesday,65.15,Evening,Long Ride
4674,City,261,Trip Completed,2016-07-14 12:37:09,2016-07-14 13:21:51,2016-07-14,12,Thursday,44.7,Afternoon,Short Ride
5786,City,261,Trip Completed,2016-07-15 08:30:58,2016-07-15 09:32:17,2016-07-15,8,Friday,61.31666666666667,Morning,Long Ride
6017,Airport,261,Trip Completed,2016-07-15 12:38:02,2016-07-15 13:49:54,2016-07-15,12,Friday,71.86666666666666,Afternoon,Long Ride
6613,City,261,Trip Completed,2016-07-15 21:46:33,2016-07-15 22:26:15,2016-07-15,21,Friday,39.7,Night,Short Ride
361,City,262,Trip Completed,2016-07-11 08:05:00,2016-07-11 08:48:00,2016-07-11,8,Monday,43.0,Morning,Short Ride
1101,City,262,Trip Completed,2016-07-11 20:07:00,2016-07-11 21:01:00,2016-07-11,20,Monday,54.0,Evening,Average Ride
1272,Airport,262,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:56:00,2016-07-11,22,Monday,56.0,Night,Average Ride
2106,City,262,Trip Completed,2016-07-12 16:14:00,2016-07-12 16:55:00,2016-07-12,16,Tuesday,41.0,Afternoon,Short Ride
2584,Airport,262,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:36:00,2016-07-12,21,Tuesday,53.0,Night,Average Ride
3305,City,262,Trip Completed,2016-07-13 11:53:29,2016-07-13 12:50:46,2016-07-13,11,Wednesday,57.28333333333333,Morning,Average Ride
4733,City,262,Trip Completed,2016-07-14 14:26:10,2016-07-14 15:21:15,2016-07-14,14,Thursday,55.083333333333336,Afternoon,Average Ride
6124,Airport,262,Trip Completed,2016-07-15 15:30:45,2016-07-15 16:07:30,2016-07-15,15,Friday,36.75,Afternoon,Short Ride
751,Airport,263,Trip Completed,2016-07-11 16:00:00,2016-07-11 16:33:00,2016-07-11,16,Monday,33.0,Afternoon,Short Ride
992,City,263,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:12:00,2016-07-11,19,Monday,72.0,Evening,Long Ride
1247,Airport,263,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:47:00,2016-07-11,21,Monday,56.0,Night,Average Ride
1465,City,263,Trip Completed,2016-07-12 04:59:00,2016-07-12 06:17:00,2016-07-12,4,Tuesday,78.0,Late Night,Long Ride
1686,City,263,Trip Completed,2016-07-12 07:49:00,2016-07-12 09:02:00,2016-07-12,7,Tuesday,73.0,Morning,Long Ride
2642,City,263,Trip Completed,2016-07-12 22:33:00,2016-07-12 23:34:00,2016-07-12,22,Tuesday,61.0,Night,Long Ride
2907,Airport,263,Trip Completed,2016-07-13 06:05:43,2016-07-13 07:11:55,2016-07-13,6,Wednesday,66.2,Morning,Long Ride
3408,City,263,Trip Completed,2016-07-13 15:27:17,2016-07-13 16:17:36,2016-07-13,15,Wednesday,50.31666666666667,Afternoon,Average Ride
4488,City,263,Trip Completed,2016-07-14 08:59:00,2016-07-14 09:34:51,2016-07-14,8,Thursday,35.85,Morning,Short Ride
6470,City,263,Trip Completed,2016-07-15 20:17:05,2016-07-15 21:16:02,2016-07-15,20,Friday,58.95,Evening,Average Ride
5,Airport,264,Trip Completed,2016-07-11 00:36:00,2016-07-11 01:35:00,2016-07-11,0,Monday,59.0,Late Night,Average Ride
374,Airport,264,Trip Completed,2016-07-11 08:10:00,2016-07-11 09:03:00,2016-07-11,8,Monday,53.0,Morning,Average Ride
721,City,264,Trip Completed,2016-07-11 14:56:00,2016-07-11 15:46:00,2016-07-11,14,Monday,50.0,Afternoon,Average Ride
1130,City,264,Trip Completed,2016-07-11 20:27:00,2016-07-11 21:42:00,2016-07-11,20,Monday,75.0,Evening,Long Ride
2449,Airport,264,Trip Completed,2016-07-12 20:26:00,2016-07-12 21:15:00,2016-07-12,20,Tuesday,49.0,Evening,Average Ride
3755,Airport,264,Trip Completed,2016-07-13 20:33:45,2016-07-13 21:34:37,2016-07-13,20,Wednesday,60.86666666666667,Evening,Long Ride
4521,City,264,Trip Completed,2016-07-14 09:15:54,2016-07-14 10:32:27,2016-07-14,9,Thursday,76.55,Morning,Long Ride
4977,City,264,Trip Completed,2016-07-14 18:44:08,2016-07-14 19:24:02,2016-07-14,18,Thursday,39.9,Evening,Short Ride
94,City,265,Trip Completed,2016-07-11 04:59:00,2016-07-11 05:58:00,2016-07-11,4,Monday,59.0,Late Night,Average Ride
